trip_num,driver_num,num_occupants,pre_trip,trip_date,start_time,lighting,road_conditions,odometer,start_outside_temp,start_inside_temp,start_departure,range_start,drive_mode,start_notes,post_trip,finish_outside_temp,finish_inside_temp,blue_score,trip_distance,average_speed,trip_duration,economy,range_remaining,brake_mode,climate_control,road_style,reset_meters,finish_notes,Video file name,charge_location,charge_date,charge_time,plugin_temp,unplug_temp,charge_departure,power_usage,cost,charge_notes,charge_id,date_time_local,dataset,location,year,month,day,date,time_lst,date_time_utc,temp_c,temp_flag,dew_point_temp_c,dew_point_temp_flag,rel_hum,rel_hum_flag,wind_dir_10s_deg,wind_dir_flag,wind_spd_km_h,wind_spd_flag,visibility_km,visibility_flag,stn_press_kpa,stn_press_flag,hmdx,hmdx_flag,wind_chill,wind_chill_flag,weather
419,7,2,Y,2019-04-10,15:07:00,Dim,Clear,5248,13.5,37,N,214,N,NA,Y,12.5,29.5,95,4,21,11,12.9,213,D1,N,City,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,114,2019-04-10T15:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2019,4,10,2019-04-10,08:00:00,2019-04-10T15:00:00Z,5,NA,-2.4,NA,59,NA,NA,M,4,NA,16.1,NA,93.53,NA,NA,NA,NA,NA,NA
420,7,1,Y,2019-04-10,16:10:00,Dim,Clear,5252,18.5,34,N,214,N,NA,Y,13.5,29.5,82,5,23,14,8.9,214,0,N,City,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,114,2019-04-10T16:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2019,4,10,2019-04-10,09:00:00,2019-04-10T16:00:00Z,7.3,NA,-2.1,NA,51,NA,21,NA,9,NA,16.1,NA,93.53,NA,NA,NA,NA,NA,NA
422,7,2,Y,2019-04-10,17:32:00,Dim,Clear,5260,21.5,35,N,207,N,NA,Y,13,32.5,93,7,32,13,11.5,205,D1,N,City/Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,114,2019-04-10T18:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2019,4,10,2019-04-10,11:00:00,2019-04-10T18:00:00Z,9.8,NA,-5.6,NA,33,NA,33,NA,8,NA,16.1,NA,93.5,NA,NA,NA,NA,NA,NA
425,7,2,Y,2019-04-10,22:26:00,Dark,Clear,5281,7.5,14,N,192,N,NA,Y,7,16.5,95,24,32,46,12.6,173,D1,N,City/Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,114,2019-04-10T22:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2019,4,10,2019-04-10,15:00:00,2019-04-10T22:00:00Z,12,NA,-7.5,NA,25,NA,NA,M,4,NA,16.1,NA,93.29,NA,NA,NA,NA,NA,NA
428,7,1,Y,2019-04-11,12:45:00,Dim,Clear,5323,14.5,33.5,N,154,N,NA,Y,11.5,28.5,95,6,30,13,10.8,147,D1,Y,City,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,114,2019-04-11T13:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2019,4,11,2019-04-11,06:00:00,2019-04-11T13:00:00Z,3.2,NA,-6.5,NA,49,NA,16,NA,26,NA,16.1,NA,93,NA,NA,NA,NA,NA,NA
429,7,1,Y,2019-04-11,16:02:00,Dim,Clear,5329,17.5,32,N,151,N,NA,Y,12.5,26,94,4,27,9,8.9,152,D1,Y,City,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,114,2019-04-11T16:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2019,4,11,2019-04-11,09:00:00,2019-04-11T16:00:00Z,5.4,NA,-5.2,NA,46,NA,3,NA,8,NA,16.1,NA,93.04,NA,NA,NA,NA,NA,NA
430,7,2,Y,2019-04-11,16:24:00,Dim,Clear,5334,14,27,N,148,N,NA,Y,12,25.5,93,3,25,8,20.1,136,D3,Y,City,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,114,2019-04-11T16:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2019,4,11,2019-04-11,09:00:00,2019-04-11T16:00:00Z,5.4,NA,-5.2,NA,46,NA,3,NA,8,NA,16.1,NA,93.04,NA,NA,NA,NA,NA,NA
431,7,2,Y,2019-04-11,17:02:00,Dim,Clear,5337,12.5,25.5,N,135,N,NA,Y,11,26.5,92,12,41,18,12.7,124,D2,Y,City/Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,114,2019-04-11T17:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2019,4,11,2019-04-11,10:00:00,2019-04-11T17:00:00Z,9.1,NA,-5.1,NA,36,NA,NA,M,11,NA,16.1,NA,93,NA,NA,NA,NA,NA,NA
432,7,1,Y,2019-04-11,19:17:00,Dim,Clear,5350,9.5,18,N,124,N,NA,Y,7.5,18.5,93,15,36,26,36,121,D1,N,City/Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,114,2019-04-11T19:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2019,4,11,2019-04-11,12:00:00,2019-04-11T19:00:00Z,10.5,NA,-5.6,NA,32,NA,NA,M,11,NA,16.1,NA,92.9,NA,NA,NA,NA,NA,NA
433,7,3,Y,2019-04-11,19:30:00,Dim,Clear,5350,8,17,N,122,N,NA,Y,6.5,19.5,84,29,55,32,14,84,D1,N,City/Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,114,2019-04-11T20:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2019,4,11,2019-04-11,13:00:00,2019-04-11T20:00:00Z,11,NA,-6.2,NA,29,NA,5,NA,8,NA,16.1,NA,92.87,NA,NA,NA,NA,NA,NA
434,7,1,Y,2019-04-11,20:52:00,Dark,Clear,5382,5.5,11.5,N,84,N,NA,Y,9.5,16,94,12,32,22,11.1,74,D1,N,City,Y,NA,NA,1home,2019-04-11,21:18:00,14.5,11,N,1.8,NA,don’t think it actually charged,114,2019-04-11T21:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2019,4,11,2019-04-11,14:00:00,2019-04-11T21:00:00Z,10.8,NA,-6.5,NA,29,NA,36,NA,15,NA,16.1,NA,92.85,NA,NA,NA,NA,NA,NA
435,7,2,Y,2019-04-12,16:28:00,Sunny,Clear,5345,11,26,N,76,N,NA,Y,11.5,28,93,7,21,22,13.4,67,D1,N,City,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115,2019-04-12T16:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2019,4,12,2019-04-12,09:00:00,2019-04-12T16:00:00Z,2.7,NA,-6.6,NA,51,NA,NA,M,5,NA,16.1,NA,93.26,NA,NA,NA,NA,NA,NA
437,7,2,Y,2019-04-12,17:56:00,Sunny,Clear,5405,13,29,N,102,N,NA,Y,11,28.5,79,9,40,13,12.6,94,0,N,City/Highway,Y,NA,NA,1home,2019-04-12,18:21:00,11,15,N,23.3,NA,NA,115,2019-04-12T18:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2019,4,12,2019-04-12,11:00:00,2019-04-12T18:00:00Z,6.9,NA,-15.2,NA,19,NA,8,NA,21,NA,16.1,NA,93.2,NA,NA,NA,NA,NA,NA
438,7,2,Y,2019-04-13,15:04:00,Dim,Clear,5415,15,23.5,N,236,N,NA,Y,14.5,25.5,77,16,53,18,14.1,210,D3,N,Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,116,2019-04-13T15:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2019,4,13,2019-04-13,08:00:00,2019-04-13T15:00:00Z,6.6,NA,-3.7,NA,48,NA,21,NA,32,NA,11.3,NA,92.47,NA,NA,NA,NA,NA,NA
439,7,2,Y,2019-04-13,15:41:00,Dim,Clear,5431,14,23.5,N,216,N,NA,Y,14.5,24,79,5,30,11,16.5,198,D2,N,City/Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,116,2019-04-13T16:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2019,4,13,2019-04-13,09:00:00,2019-04-13T16:00:00Z,8.6,NA,-3.3,NA,43,NA,22,NA,28,NA,16.1,NA,92.43,NA,NA,NA,NA,NA,NA
440,7,2,Y,2019-04-13,20:21:00,Dim,Clear,5437,15,22.5,N,200,N,NA,Y,14,24.5,81,8,33,15,11.1,199,0,N,City,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,116,2019-04-13T20:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2019,4,13,2019-04-13,13:00:00,2019-04-13T20:00:00Z,13.8,NA,-7,NA,23,NA,22,NA,22,NA,16.1,NA,92.17,NA,NA,NA,NA,NA,NA
441,7,3,Y,2019-04-14,16:51:00,Dim,Clear,5445,8.5,14.5,N,199,N,NA,Y,12.5,19,78,4,25,12,8.6,204,0,N,City,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,116,2019-04-14T17:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2019,4,14,2019-04-14,10:00:00,2019-04-14T17:00:00Z,10.8,NA,-4.4,NA,34,NA,25,NA,43,NA,16.1,NA,91.37,NA,NA,NA,NA,NA,NA
442,7,2,Y,2019-04-14,17:45:00,Dim,Clear,5450,12,18,N,204,N,NA,Y,11.5,20.5,95,3,27,8,19.2,189,D2,N,City,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,116,2019-04-14T18:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2019,4,14,2019-04-14,11:00:00,2019-04-14T18:00:00Z,12,NA,-3.8,NA,33,NA,26,NA,39,NA,16.1,NA,91.36,NA,NA,NA,NA,NA,NA
443,7,2,Y,2019-04-14,18:14:00,Dim,Clear,5454,12,19.5,N,189,N,NA,Y,11,23,87,17,30,34,11.9,178,0,N,City,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,116,2019-04-14T18:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2019,4,14,2019-04-14,11:00:00,2019-04-14T18:00:00Z,12,NA,-3.8,NA,33,NA,26,NA,39,NA,16.1,NA,91.36,NA,NA,NA,NA,NA,NA
444,7,4,Y,2019-04-14,20:13:00,Dim,Clear,5471,7,13,N,180,N,NA,Y,7.5,18.5,96,14,33,25,12.5,167,D2,N,City,Y,NA,NA,1home,2019-04-14,20:39:00,7.5,3.5,N,12.5,NA,From empty,116,2019-04-14T20:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2019,4,14,2019-04-14,13:00:00,2019-04-14T20:00:00Z,8,NA,2.1,NA,66,NA,24,NA,37,NA,16.1,NA,91.47,NA,NA,NA,NA,NA,NA
445,7,2,Y,2019-04-15,07:50:00,Sunny,Clear,5485,3.5,1.5,N,239,N,NA,Y,11,10,95,8,25,21,12.6,232,D1,N,City,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117,2019-04-15T08:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2019,4,15,2019-04-15,01:00:00,2019-04-15T08:00:00Z,0.5,NA,-3.8,NA,73,NA,19,NA,15,NA,16.1,NA,91.9,NA,NA,NA,NA,NA,NA
446,7,1,Y,2019-04-15,11:50:00,Sunny,Clear,5494,18,4,N,234,N,NA,Y,11,33.5,93,7,27,16,12.9,226,D2,N,City/Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117,2019-04-15T12:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2019,4,15,2019-04-15,05:00:00,2019-04-15T12:00:00Z,-2.9,NA,-5.2,NA,84,NA,22,NA,13,NA,16.1,NA,92.11,NA,NA,NA,-8,NA,NA
447,7,1,Y,2019-04-15,12:42:00,Sunny,Clear,5502,12.5,4.5,N,226,N,NA,Y,12,29.5,94,6,25,15,10.7,225,D2,N,City,Y,Window open,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117,2019-04-15T13:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2019,4,15,2019-04-15,06:00:00,2019-04-15T13:00:00Z,-2,NA,-4.7,NA,82,NA,21,NA,11,NA,16.1,NA,92.16,NA,NA,NA,-6,NA,NA
448,7,1,Y,2019-04-15,16:02:00,Dim,Clear,5508,13.5,28,N,225,N,NA,Y,13,30,95,4,28,9,7.4,233,D2,N,City,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117,2019-04-15T16:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2019,4,15,2019-04-15,09:00:00,2019-04-15T16:00:00Z,7.6,NA,-2.4,NA,49,NA,25,NA,15,NA,16.1,NA,92.22,NA,NA,NA,NA,NA,NA
449,7,2,Y,2019-04-15,16:28:00,Dim,Clear,5513,15,27.5,N,233,N,NA,Y,12.5,27,96,3,22,10,18.5,218,D2,N,City,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117,2019-04-15T16:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2019,4,15,2019-04-15,09:00:00,2019-04-15T16:00:00Z,7.6,NA,-2.4,NA,49,NA,25,NA,15,NA,16.1,NA,92.22,NA,NA,NA,NA,NA,NA
450,7,1,Y,2019-04-15,18:00:00,Dim,Clear,5517,15,31,N,218,N,NA,Y,11.5,29,88,6,33,12,9.5,221,0,N,City,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117,2019-04-15T18:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2019,4,15,2019-04-15,11:00:00,2019-04-15T18:00:00Z,11.1,NA,-3.8,NA,35,NA,NA,M,15,NA,16.1,NA,92.21,NA,NA,NA,NA,NA,NA
451,1,1,Y,2019-04-16,08:57:00,Sunny,Clear,5523,3,7,N,221,N,NA,Y,3,10.5,90,1,12,8,16.4,215,0,N,City,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117,2019-04-16T09:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2019,4,16,2019-04-16,02:00:00,2019-04-16T09:00:00Z,-1.6,NA,-5.5,NA,75,NA,20,NA,8,NA,16.1,NA,92.51,NA,NA,NA,-5,NA,NA
452,1,1,Y,2019-04-16,13:15:00,Dim,Clear,5525,16,30,N,215,N,NA,Y,13.5,29,92,5,33,9,14.7,193,D3,Y,City/Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117,2019-04-16T13:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2019,4,16,2019-04-16,06:00:00,2019-04-16T13:00:00Z,-2.9,NA,-6.5,NA,76,NA,NA,NA,0,NA,16.1,NA,92.63,NA,NA,NA,NA,NA,NA
453,1,1,Y,2019-04-16,13:30:00,Dim,Clear,5530,14.5,29,N,203,N,NA,Y,13.5,29,94,4,29,9,5.5,214,D3,N,City,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117,2019-04-16T14:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2019,4,16,2019-04-16,07:00:00,2019-04-16T14:00:00Z,-1.1,NA,-4.1,NA,80,NA,21,NA,4,NA,16.1,NA,92.71,NA,NA,NA,-2,NA,NA
454,1,1,Y,2019-04-16,14:02:00,Sunny,Clear,5535,14.5,26.5,N,214,N,NA,Y,14,23,94,4,27,9,15.4,203,D3,N,City,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117,2019-04-16T14:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2019,4,16,2019-04-16,07:00:00,2019-04-16T14:00:00Z,-1.1,NA,-4.1,NA,80,NA,21,NA,4,NA,16.1,NA,92.71,NA,NA,NA,-2,NA,NA
455,1,1,Y,2019-04-16,16:07:00,Sunny,Clear,5539,15.5,38.5,N,203,N,NA,Y,14.5,34,73,8,49,9,15.2,185,D3,N,Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117,2019-04-16T16:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2019,4,16,2019-04-16,09:00:00,2019-04-16T16:00:00Z,4.8,NA,-3.4,NA,56,NA,6,NA,5,NA,16.1,NA,92.72,NA,NA,NA,NA,NA,NA
457,1,1,Y,2019-04-17,06:57:00,Sunny,Clear,5571,4,13.5,Y,240,N,NA,Y,1,13,74,14,61,14,13.7,228,D3,N,Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,118,2019-04-17T07:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2019,4,17,2019-04-17,00:00:00,2019-04-17T07:00:00Z,5.4,NA,-1.1,NA,63,NA,19,NA,17,NA,16.1,NA,92.66,NA,NA,NA,NA,NA,NA
458,1,1,Y,2019-04-17,07:29:00,Sunny,Clear,5585,1,8,N,227,N,NA,Y,15,10,81,3,27,7,16.4,220,D3,N,City/Highway,Y,Noticed sticker coming off the back window,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,118,2019-04-17T07:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2019,4,17,2019-04-17,00:00:00,2019-04-17T07:00:00Z,5.4,NA,-1.1,NA,63,NA,19,NA,17,NA,16.1,NA,92.66,NA,NA,NA,NA,NA,NA
459,1,1,Y,2019-04-17,11:43:00,Sunny,Clear,5589,19.5,40.5,N,220,N,NA,Y,16,26.5,85,4,36,7,13.6,216,D3,N,Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,118,2019-04-17T12:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2019,4,17,2019-04-17,05:00:00,2019-04-17T12:00:00Z,0.2,NA,-4.6,NA,70,NA,22,NA,21,NA,16.1,NA,92.66,NA,NA,NA,NA,NA,NA
460,1,1,Y,2019-04-17,13:45:00,Sunny,Clear,5593,15.5,34.5,N,216,N,NA,Y,16,33,81,4,37,7,13.1,212,D3,N,Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,118,2019-04-17T14:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2019,4,17,2019-04-17,07:00:00,2019-04-17T14:00:00Z,3.5,NA,-2.9,NA,63,NA,18,NA,8,NA,16.1,NA,92.7,NA,NA,NA,NA,NA,NA
462,1,1,Y,2019-04-18,12:54:00,Sunny,Clear,5601,18,42.5,N,205,N,NA,Y,18.5,39.5,88,0,9,3,21.7,204,D1,N,City,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,118,2019-04-18T13:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2019,4,18,2019-04-18,06:00:00,2019-04-18T13:00:00Z,-1,NA,-3.5,NA,83,NA,23,NA,13,NA,16.1,NA,93.62,NA,NA,NA,-5,NA,NA
463,1,1,Y,2019-04-18,13:25:00,Sunny,Clear,5602,20,43.5,N,204,N,NA,Y,18.5,35,87,2,31,5,11.1,204,D1,N,Highway,Y,Message occurs that says air resistance close window when driving highway speeds,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,118,2019-04-18T13:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2019,4,18,2019-04-18,06:00:00,2019-04-18T13:00:00Z,-1,NA,-3.5,NA,83,NA,23,NA,13,NA,16.1,NA,93.62,NA,NA,NA,-5,NA,NA
464,4,2,Y,2019-04-18,14:44:00,Sunny,Clear,5604,24,37,N,204,N,NA,Y,21,26,86,3,11,19,14.3,201,0,N,City,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,118,2019-04-18T15:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2019,4,18,2019-04-18,08:00:00,2019-04-18T15:00:00Z,7.9,NA,-1.4,NA,52,NA,20,NA,11,NA,16.1,NA,93.61,NA,NA,NA,NA,NA,NA
465,4,1,Y,2019-04-18,18:06:00,Sunny,Clear,5607,21.5,34.5,N,201,N,NA,Y,21,25.5,85,7,22,21,13,187,0,Y,City,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,118,2019-04-18T18:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2019,4,18,2019-04-18,11:00:00,2019-04-18T18:00:00Z,16,NA,-3.7,NA,25,NA,21,NA,15,NA,16.1,NA,93.43,NA,NA,NA,NA,NA,NA
466,4,1,Y,2019-04-20,16:40:00,Dim,Clear,5614,14.5,25.5,N,190,N,NA,Y,14.5,23.5,79,8,16,33,14.2,180,0,Y,City,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,118,2019-04-20T17:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2019,4,20,2019-04-20,10:00:00,2019-04-20T17:00:00Z,10.6,NA,1,NA,51,NA,NA,M,9,NA,16.1,NA,92.85,NA,NA,NA,NA,NA,NA
469,4,1,Y,2019-04-21,19:50:00,Dim,Clear,5649,19.5,27.5,N,197,N,NA,Y,15,25,85,7,26,17,12.7,192,0,Y,City,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,119,2019-04-21T20:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2019,4,21,2019-04-21,13:00:00,2019-04-21T20:00:00Z,13.5,NA,-9.2,NA,20,NA,NA,NA,0,NA,16.1,NA,93.83,NA,NA,NA,NA,NA,NA
470,4,1,Y,2019-04-22,07:47:00,Sunny,Clear,5657,9,14,N,185,N,NA,Y,11,20.5,84,7,30,14,14,184,0,Y,City,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,119,2019-04-22T08:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2019,4,22,2019-04-22,01:00:00,2019-04-22T08:00:00Z,3.3,NA,-3.8,NA,60,NA,22,NA,4,NA,16.1,NA,93.75,NA,NA,NA,NA,NA,NA
472,4,2,Y,2019-04-22,13:11:00,Sunny,Clear,5676,25.5,39,N,151,N,NA,Y,22.5,30,73,24,38,38,15.2,140,0,Y,City/Highway,Y,did not reset after last trip OOPS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,119,2019-04-22T13:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2019,4,22,2019-04-22,06:00:00,2019-04-22T13:00:00Z,7.9,NA,-1.3,NA,52,NA,19,NA,28,NA,16.1,NA,93.57,NA,NA,NA,NA,NA,NA
473,4,1,Y,2019-04-22,18:55:00,Dim,Clear,5688,22,29,N,142,N,NA,Y,21,23.5,83,7,29,16,12.5,143,0,Y,City,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,119,2019-04-22T19:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2019,4,22,2019-04-22,12:00:00,2019-04-22T19:00:00Z,20.8,NA,-6.3,NA,15,NA,20,NA,35,NA,16.1,NA,93.17,NA,NA,NA,NA,NA,NA
474,4,2,Y,2019-04-23,14:13:00,Sunny,Clear,5696,21,42.5,N,143,N,NA,Y,21,29,81,9,24,26,13.3,130,0,Y,City,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,119,2019-04-23T14:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2019,4,23,2019-04-23,07:00:00,2019-04-23T14:00:00Z,12.4,NA,2.4,NA,50,NA,19,NA,13,NA,16.1,NA,92.75,NA,NA,NA,NA,NA,NA
475,4,2,Y,2019-04-23,14:50:00,Sunny,Clear,5705,22.5,32.5,N,127,N,NA,Y,21.5,28,84,13,30,27,12.7,110,0,Y,City,Y,NA,NA,1home,2019-04-23,04:35:00,22,14,N,7.4,NA,4:58 unplugged,119,2019-04-23T15:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2019,4,23,2019-04-23,08:00:00,2019-04-23T15:00:00Z,12.9,NA,2.2,NA,48,NA,21,NA,22,NA,16.1,NA,92.74,NA,NA,NA,NA,NA,NA
476,4,1,Y,2019-04-24,10:36:00,Sunny,Clear,5719,13.5,33,N,165,N,NA,Y,15.5,28.5,81,5,10,36,11.1,166,0,Y,City,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,2019-04-24T11:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2019,4,24,2019-04-24,04:00:00,2019-04-24T11:00:00Z,3.3,NA,1.2,NA,86,NA,26,NA,5,NA,16.1,NA,93,NA,NA,NA,NA,NA,NA
477,4,1,Y,2019-04-24,15:38:00,Sunny,Clear,5725,20.5,42,N,165,N,NA,Y,15.5,33.5,82,3,45,12,45.5,159,0,Y,City,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,2019-04-24T16:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2019,4,24,2019-04-24,09:00:00,2019-04-24T16:00:00Z,10.8,NA,0.7,NA,50,NA,NA,M,4,NA,16.1,NA,93.05,NA,NA,NA,NA,NA,NA
479,4,2,Y,2019-04-25,11:37:00,Sunny,Clear,5730,10,39,N,146,N,NA,Y,10.5,25,83,21,22,57,12.8,127,0,Y,City,Y,NA,NA,1home,2019-04-25,12:39:00,11.5,13,N,10.1,NA,10:08 unplugged,120,2019-04-25T12:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2019,4,25,2019-04-25,05:00:00,2019-04-25T12:00:00Z,-1.8,NA,-7.5,NA,65,NA,28,NA,13,NA,16.1,NA,94.16,NA,NA,NA,-6,NA,NA
481,4,1,Y,2019-04-26,16:58:00,Dim,Clear,5759,5.5,13,N,180,N,NA,Y,5.5,18,84,7,32,14,15.2,165,0,Y,City,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,121,2019-04-26T17:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2019,4,26,2019-04-26,10:00:00,2019-04-26T17:00:00Z,7,NA,1.7,NA,69,NA,5,NA,24,NA,16.1,NA,93,NA,NA,NA,NA,NA,Rain
482,4,1,Y,2019-04-26,16:43:00,Sunny,Snowy,5766,3.5,24.5,N,162,N,NA,Y,4.5,13,87,2,10,16,19.1,160,0,Y,City,Y,stop for phone call,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,121,2019-04-26T17:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2019,4,26,2019-04-26,10:00:00,2019-04-26T17:00:00Z,7,NA,1.7,NA,69,NA,5,NA,24,NA,16.1,NA,93,NA,NA,NA,NA,NA,Rain
485,4,1,Y,2019-04-28,19:16:00,Sunny,Clear,5774,7,17.5,N,149,N,NA,Y,5,19,86,6,21,18,14,142,0,Y,City,Y,NA,NA,1home,2019-04-28,19:56:00,5,NA,N,4.5,NA,9:52 unp;ugged 9:08,121,2019-04-28T19:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2019,4,28,2019-04-28,12:00:00,2019-04-28T19:00:00Z,0.2,NA,-6.3,NA,62,NA,36,NA,37,NA,16.1,NA,93.87,NA,NA,NA,NA,NA,NA
487,4,2,Y,2019-04-29,09:18:00,Dim,Clear,5788,1,8,N,144,N,NA,Y,0.5,13.5,84,10,23,27,21.5,159,0,Y,City,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122,2019-04-29T09:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2019,4,29,2019-04-29,02:00:00,2019-04-29T09:00:00Z,-4.9,NA,-6.7,NA,87,NA,21,NA,11,NA,16.1,NA,94.21,NA,NA,NA,-9,NA,NA
