trip_num,driver_num,num_occupants,pre_trip,trip_date,start_time,lighting,road_conditions,odometer,start_outside_temp,start_inside_temp,start_departure,range_start,drive_mode,start_notes,post_trip,finish_outside_temp,finish_inside_temp,blue_score,trip_distance,average_speed,trip_duration,economy,range_remaining,brake_mode,climate_control,road_style,reset_meters,finish_notes,charge_location,charge_date,charge_time,plugin_temp,unplug_temp,charge_departure,power_usage,cost,charge_notes
214,1,1,Yes,2019-02-03,12:40:00,Dim,Partly covered,3155,-22,-11,No,105,Eco PlusN,NA,Yes,-22,15,95,8,27,19,43.7,84,D1,Yes,City,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
215,1,1,Yes,2019-02-03,20:03:00,Dim,Partly covered,3164,-23,-25,No,82,Eco PlusN,NA,Yes,-23.5,1,82,16,46,21,38,58,D1,Yes,Highway,Y,Feels warmer than the indicated in the car,1home,2019-02-03,20:26:00,-23.5,-27,Yes,20.7,NA,NA
216,1,1,Yes,2019-02-05,06:43:00,Dark,Clear,3181,-25,-27,Yes,106,Eco PlusN,I feel the int temp sensor I am using is not accurate below 0,Yes,-24.5,5,81,17,54,19,29.4,93,D1,Yes,Highway,Y,Feels warmer than the indicated in the car,NA,NA,NA,NA,NA,NA,NA,NA,NA
217,1,1,Yes,2019-02-05,09:34:00,Dim,Clear,3198,-23,16.5,No,94,Eco PlusN,NA,Yes,-23,3,98,4,24,11,42.8,84,D1,Yes,City,Y,Feels warmer than the indicated in the car,NA,NA,NA,NA,NA,NA,NA,NA,NA
218,1,1,Yes,2019-02-05,12:41:00,Sunny,Clear,3203,-15,1,No,102,Eco PlusN,NA,Yes,-20,14,97,4,24,12,43,86,D1,Yes,City,Y,Level 1 charger doesn't always fully charge overnight,NA,NA,NA,NA,NA,NA,NA,NA,NA
219,1,1,Yes,2019-02-05,16:28:00,Dim,Clear,3207,-20,-7.5,No,82,Eco PlusN,NA,Yes,-23.5,165,82,17,53,19,32.3,59,D1,Yes,Highway,Y,With it this cold the range of the car is diminished and a level 2 charger is almost neccesary,1home,2019-02-05,16:48:00,-23.5,-23,Yes,16,NA,NA
220,1,1,Yes,2019-02-06,06:50:00,Dark,Clear,3225,-23.5,-20.5,Yes,84,Eco PlusN,NA,Yes,-24,3,79,18,51,21,30.9,73,D1,Yes,Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
221,1,1,Yes,2019-02-06,16:15:00,Sunny,Clear,3243,-16.5,-8.5,No,80,Eco PlusN,NA,Yes,-21.5,4,91,4,28,9,45.7,72,D1,Yes,City/Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
222,1,1,Yes,2019-02-06,16:32:00,Sunny,Clear,3247,-21,2,No,65,Eco PlusN,NA,Yes,-21.5,7.5,96,1,17,5,54.9,62,D1,Yes,City,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
223,1,1,Yes,2019-02-06,18:04:00,Dim,Clear,3249,-20.5,-11,No,61,Eco PlusN,NA,Yes,-30.5,7.5,82,20,58,21,29,48,D1,Yes,Highway,Y,Went to eco mode at 52km range. The car felt cool by the  end of the trip.,1home,2019-02-06,18:27:00,-30.5,-35,Yes,14,NA,NA
224,1,1,Yes,2019-02-07,06:53:00,Dark,Clear,3269,-35,NA,Yes,74,Eco PlusN,Temp sensor is showing an error,Yes,-35,3,77,17,58,18,32.5,57,D1,Yes,Highway,Y,NA,1college,2019-02-07,07:12:00,-35,-18,No,10.3,NA,NA
225,1,1,Yes,2019-02-07,16:36:00,Sunny,Clear,3287,-18,-14,No,96,Eco PlusN,NA,Yes,-22.5,18,79,17,49,21,33.2,70,D1,Yes,Highway,Y,NA,1home,2019-02-07,17:00:00,-22.5,-23,Yes,15.5,NA,NA
226,1,1,Yes,2019-02-08,06:42:00,Dark,Clear,3304,-23,-22,Yes,95,Eco PlusN,NA,Yes,-23,11,94,17,49,21,28.8,87,D1,Yes,Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
227,1,1,Yes,2019-02-08,16:30:00,Dim,Clear,3322,-23,-15,No,99,Eco PlusN,NA,Yes,-19,12.5,86,17,49,21,33.4,74,D1,Yes,Highway,Y,NA,1home,2019-02-08,16:52:00,-19,-23,No,14.8,NA,NA
228,1,1,Yes,2019-02-09,10:38:00,Dim,Clear,3336,-24,-24,No,101,Eco PlusN,NA,Yes,-23.5,2,72,14,64,NA,29.3,92,D1,Yes,Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
229,1,1,Yes,2019-02-09,11:50:00,Dim,Clear,3353,-23.5,-20,No,92,Eco PlusN,NA,Yes,-23.5,-2,88,0,16,3,60.3,90,0,Yes,City,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
230,1,1,Yes,2019-02-09,12:08:00,Sunny,Clear,3354,-22.5,-2,No,90,Eco PlusN,NA,Yes,-24,16,80,14,55,15,33.9,74,D1,Yes,Highway,Y,NA,1home,2019-02-09,12:24:00,-24,-24.5,Yes,13.9,NA,NA
231,1,1,Yes,2019-02-11,06:48:00,Dark,Partly covered,3368,-24.5,-24,Yes,101,Eco PlusN,NA,Yes,-29.5,0,73,14,61,13,31.2,90,D1,Yes,Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
232,1,1,Yes,2019-02-11,07:35:00,Dim,Partly covered,3382,-27.5,-4,No,89,Eco PlusN,NA,Yes,-27.5,5,84,3,27,8,54.3,83,D1,Yes,City/Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
233,1,1,Yes,2019-02-11,08:32:00,Sunny,Partly covered,3386,-28,-12.5,No,82,Eco PlusN,NA,Yes,-26,4,97,3,25,8,39.9,77,D1,Yes,City,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
234,1,1,Yes,2019-02-11,09:56:00,Sunny,Partly covered,3390,-25.5,-7,No,78,Eco PlusN,NA,Yes,-24,3,94,3,21,8,48.8,70,D1,Yes,City,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
235,1,1,Yes,2019-02-11,16:10:00,Sunny,Partly covered,3393,-16,-8.5,No,70,Eco PlusN,NA,Yes,-22.5,18.5,73,19,60,19,33.3,53,D1,Yes,Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
236,1,1,Yes,2019-02-11,17:54:00,Dim,Partly covered,3413,-22.5,-7,No,47,Eco Plus,When started this trip it automatically started in eco mode,Yes,-28,2,82,9,59,9,24.8,43,D1,Yes,Highway,Y,NA,1home,2019-02-11,18:04:00,-28,-25.5,Yes,14.2,NA,NA
237,1,1,Yes,2019-02-12,06:41:00,Dark,Partly covered,3422,-25.5,-24,Yes,72,Eco PlusN,NA,Yes,-26.5,5,81,17,50,21,32,58,D1,Yes,Highway,Y,NA,1college,2019-02-12,07:02:00,-26.5,-18,No,7.9,NA,NA
238,1,1,Yes,2019-02-12,14:16:00,Dim,Partly covered,3440,18,-14,No,88,Eco PlusN,NA,Yes,-19.5,7.5,91,9,45,12,31.7,75,D1,Yes,City/Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,1,1,Yes,2019-02-12,15:42:00,Dim,Partly covered,3449,-19,-4,No,70,Eco PlusN,NA,Yes,-18.5,19,86,9,38,15,34.9,59,D1,Yes,City/Highway,Y,NA,1college,2019-02-12,15:59:00,-18.5,-18.5,No,6.2,NA,NA
240,1,1,Yes,2019-02-12,21:37:00,Dark,Partly covered,3459,-18.5,-23,No,81,Eco PlusN,NA,Yes,-20,8,80,17,53,19,32.7,59,D1,Yes,Highway,Y,NA,1home,2019-02-12,21:58:00,-20,-19.5,Yes,9.9,NA,NA
241,1,1,Yes,2019-02-13,06:43:00,Dark,Partly covered,3476,-19.5,-14,Yes,79,Eco PlusN,NA,Yes,-19,14,81,17,54,19,29.7,64,D1,Yes,Highway,Y,NA,1college,2019-02-13,07:03:00,-19,-17.5,No,7.3,NA,NA
242,1,1,Yes,2019-02-13,13:49:00,Dim,Partly covered,3493,-11.5,-5,No,90,Eco PlusN,NA,Yes,-17.5,11,92,4,29,10,39.2,80,D1,Yes,City/Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
243,1,1,Yes,2019-02-13,14:19:00,Dim,Partly covered,3498,-16,10.5,No,72,Eco PlusN,NA,Yes,-18,14.5,81,4,37,8,33.4,67,D1,Yes,City/Highway,Y,With temperatures this cold the level 1 charger is not keeping up unless plugged in at work,NA,NA,NA,NA,NA,NA,NA,NA,NA
244,1,1,Yes,2019-02-13,15:49:00,Dim,Partly covered,3503,-17,3.5,No,74,Eco PlusN,NA,Yes,-18,26,95,11,26,26,37.7,57,D1,Yes,City,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
245,1,1,Yes,2019-02-13,18:25:00,Dark,Partly covered,3515,-17.5,-8,No,53,Eco PlusN,NA,Yes,-24.5,11,70,18,63,17,31.5,33,D1,Yes,Highway,Y,Went to eco mode at 52km range. I swithched it back to nomal mode,1home,2019-02-13,18:43:00,-24.5,-29.5,Yes,13.3,NA,NA
246,1,1,Yes,2019-02-14,06:47:00,Dark,Partly covered,3533,-29.5,-26.5,Yes,58,Eco PlusN,NA,Yes,-28.5,2,83,17,55,19,30.3,47,D1,Yes,Highway,Y,Felt cool in the car this morning could be that the drive was -33.5 for most of the drive,1college,2019-02-14,07:05:00,-28.5,-28.5,No,0.7,NA,NA
247,1,1,Yes,2019-02-14,07:49:00,Sunny,Partly covered,3551,-28.5,-15,No,53,Eco PlusN,NA,Yes,-27,-1,93,3,27,8,47.6,42,D1,Yes,City,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
248,1,1,Yes,2019-02-14,09:22:00,Sunny,Partly covered,3554,-26.5,-9.5,No,46,Eco PlusN,NA,Yes,-26.5,-5.5,88,2,27,5,42.6,40,D1,Yes,City,Y,I have been switching eco mode off when it switches back to nomal all the time now,1college,2019-02-14,09:29:00,-26.5,-26,No,2.1,NA,NA
249,1,1,Yes,2019-02-14,11:23:00,Sunny,Partly covered,3556,-26,-2.5,No,57,Eco PlusN,NA,Yes,-17.5,5.5,86,3,31,6,42.6,42,D1,Yes,City,Y,Drastic change in the car displayed data during this trip???,3station,2019-02-14,11:30:00,-17.5,-16.5,No,3.8,NA,See power consumption report emailed from VW
250,1,1,Yes,2019-02-14,11:53:00,Sunny,Partly covered,3560,-16.5,4,No,54,Eco PlusN,NA,Yes,-17,16.5,95,3,23,8,42,51,D1,Yes,City,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
251,1,1,Yes,2019-02-14,13:19:00,Sunny,Partly covered,3563,-15,10,No,54,Eco PlusN,NA,Yes,-17,21,82,5,37,8,34.2,46,D1,Yes,City/Highway,Y,NA,1college,2019-02-14,13:29:00,-17,-15.5,No,3,NA,NA
252,1,1,Yes,2019-02-14,16:14:00,Dark,Partly covered,3568,-15.5,0.5,No,57,Eco PlusN,NA,Yes,-17,16,97,4,18,16,46.2,42,D1,Yes,City,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
253,1,1,Yes,2019-02-14,16:39:00,Dark,Partly covered,3573,-15,8,No,42,Eco PlusN,NA,Yes,-20,20,80,15,43,21,29.9,28,D1,Yes,Highway,Y,NA,1home,2019-02-14,16:56:00,-20,-23,Yes,15.3,NA,NA
254,1,1,Yes,2019-02-15,06:45:00,Dark,Partly covered,3589,-23,-19,Yes,62,Eco PlusN,NA,Yes,-22.5,13,87,17,59,17,28,51,D1,Yes,Highway,Y,NA,1college,2019-02-15,07:04:00,-22.5,-11,Yes,11.1,NA,NA
255,1,1,Yes,2019-02-15,17:11:00,Dim,Snowy,3606,-11,-5.5,Yes,93,Eco PlusN,NA,Yes,-15,7,90,17,46,22,27.1,74,D1,Yes,Highway,Y,NA,1home,2019-02-15,17:38:00,-15,-20.5,No,17,NA,NA
256,1,1,Yes,2019-02-17,10:51:00,Sunny,Snowy,3624,-20.5,-21,No,106,Eco PlusN,NA,Yes,-20,5,76,15,55,16,30.9,92,D1,Yes,Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
257,1,1,Yes,2019-02-17,12:29:00,Sunny,Snowy,3639,-16,4.5,No,101,Eco PlusN,NA,Yes,-17.5,20.5,82,15,47,19,34,73,D1,Yes,Highway,Y,NA,1home,2019-02-17,12:53:00,-17.5,-17,No,14.2,NA,NA
258,1,1,Yes,2019-02-19,06:41:00,Dim,Partly covered,3654,-17,-26,No,111,Eco PlusN,NA,Yes,-16.5,9,85,17,56,18,28.5,97,D1,Yes,Highway,Y,NA,1college,2019-02-19,07:00:00,-16.5,-9.5,Yes,7.4,NA,NA
259,1,1,Yes,2019-02-19,17:20:00,Sunny,Partly covered,3672,-9.5,2,No,123,Eco PlusN,NA,Yes,-12,16.5,81,17,54,19,24.7,113,D1,Yes,Highway,Y,NA,1home,2019-02-19,17:50:00,-12,-29.5,No,6.8,NA,NA
260,1,1,Yes,2019-02-25,06:30:00,Dark,Partly covered,3689,-29.5,-31.5,No,104,Eco PlusN,NA,Yes,-31.5,7,86,17,43,24,35.4,85,D1,Yes,Highway,Y,Most of the trip the outside gauge -35,1college,2019-02-25,06:55:00,-31.5,-30.5,No,0.1,NA,NA
261,1,1,Yes,2019-02-25,08:07:00,Sunny,Partly covered,3706,-30.5,-13.5,No,89,Eco PlusN,NA,Yes,-30.5,-6,90,3,21,10,47.6,80,D1,Yes,Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
262,1,1,Yes,2019-02-25,09:17:00,Sunny,Partly covered,3710,-30,-11,No,80,Eco PlusN,NA,Yes,-29,4.5,82,3,22,9,55.3,71,D1,Yes,City,Y,NA,1college,2019-02-25,09:28:00,-29,-28.5,Yes,7.4,NA,NA
263,1,1,Yes,2019-02-25,16:15:00,Dim,Partly covered,3714,-19.5,-5,Yes,98,Eco PlusN,NA,Yes,-23.5,19,83,20,34,35,35.9,67,D1,Yes,City/Highway,Y,NA,1home,2019-02-25,16:55:00,-23,-23.5,Yes,15.4,NA,NA
264,1,1,Yes,2019-02-26,06:51:00,Dim,Snowy,3734,-23,-14.6,Yes,100,Eco PlusN,NA,Yes,-23,5,78,17,50,21,31.7,85,D1,Yes,Highway,Y,NA,1college,2019-02-26,07:14:00,-23,-19.5,Yes,9.5,NA,NA
265,1,1,Yes,2019-02-26,16:18:00,Sunny,Partly covered,3752,-19.5,-5.5,Yes,106,Eco PlusN,NA,Yes,-21.5,15.5,84,17,41,25,34,88,D1,Yes,Highway,Y,NA,1home,2019-02-26,16:43:00,-21.5,-22.5,Yes,8.5,NA,NA
266,1,1,Yes,2019-02-27,06:35:00,Dim,Partly covered,3769,-22.5,-12,Yes,107,Eco PlusN,NA,Yes,-23.5,5,86,17,48,22,30.1,92,D1,Yes,Highway,Y,NA,1college,2019-02-27,06:59:00,-23.5,-9.5,No,4.7,NA,NA
267,1,1,Yes,2019-02-27,14:40:00,Sunny,Partly covered,3787,-9.5,6,No,125,Eco PlusN,Driving to install computer and sensors for the IT program,Yes,-9.5,5,96,0,11,3,45.1,122,D1,Yes,City,Y,From now on will be using the IT inside temp sensor and continue with Vehicle outside sensor,NA,NA,NA,NA,NA,NA,NA,NA,NA
268,1,1,Yes,2019-02-27,16:23:00,Sunny,Partly covered,3787,1.5,15.5,No,126,Eco PlusN,"Was in the shop to install outside temp, inside temp and humidity and gps",Yes,-13.5,19,84,17,38,27,24.8,104,D1,Yes,Highway,Y,"Outside temp- underhood by 12v battery, Inside temp and humidity grab handle above dr door",1home,2019-02-27,16:41:00,-13,-12.5,Yes,NA,NA,Power glitch causing no recording of power consumption
269,1,1,Yes,2019-02-28,06:58:00,Dim,Clear,3805,-12.5,6,Yes,126,Eco PlusN,NA,Yes,-14.5,11.5,82,17,58,18,25,108,D1,Yes,Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
270,1,1,Yes,2019-02-28,16:05:00,Dim,Clear,3822,-5.5,11,No,113,Eco PlusN,NA,Yes,-8,17.5,78,17,55,19,21.7,104,D1,Yes,Highway,Y,NA,1home,2019-02-28,16:27:00,-8,-12,Yes,11.3,NA,NA
271,1,1,Yes,2019-03-01,06:45:00,Dim,Clear,3840,-12,5,Yes,132,Eco PlusN,NA,Yes,-14.5,12,84,17,46,22,27.3,107,D1,Yes,Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
272,1,1,Yes,2019-03-01,16:25:00,Dim,Clear,3857,-15.5,-6,No,100,Eco PlusN,NA,Yes,-22.5,16.5,78,21,34,38,38.3,60,0,Yes,City/Highway,Y,includes waiting in drive though,1home,2019-03-01,17:05:00,-22.5,-26.5,Yes,8.2,NA,NA
273,1,1,Yes,2019-03-04,06:50:00,Dim,Clear,3879,-26.5,-20,Yes,103,Eco PlusN,NA,Yes,-26.55,2.5,80,17,56,18,30.2,90,D1,Yes,Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
274,1,1,Yes,2019-03-04,08:28:00,Sunny,Clear,3897,-26.5,-8,No,90,Eco PlusN,NA,Yes,-24.5,7,76,17,60,17,33.6,67,D1,Yes,Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
275,1,1,Yes,2019-03-04,09:10:00,Sunny,Clear,3914,-24,2.5,No,67,Eco PlusN,NA,Yes,-23,13,78,17,63,16,27.6,55,D1,Yes,Highway,Y,NA,1college,2019-03-04,09:27:00,-23,-4,No,6.3,NA,NA
276,1,1,Yes,2019-03-04,15:10:00,Sunny,Clear,3931,-4,21,No,88,Eco PlusN,NA,Yes,-11,21,88,3,26,7,25.2,81,D1,Yes,Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
277,1,1,Yes,2019-03-04,16:37:00,Sunny,Clear,3935,-10.5,3,No,84,Eco PlusN,NA,Yes,-14,14,79,14,53,16,25.1,76,D1,Yes,Highway,Y,NA,2home,2019-03-04,18:45:00,-13.5,NA,No,4.8,NA,Breaker blew to new charger (first charge)
278,1,1,Yes,2019-03-05,06:38:00,Dim,Clear,3949,-22.5,-22.5,No,74,Eco PlusN,NA,Yes,-21,6.5,80,17,48,22,31.5,52,D1,Yes,Highway,Y,NA,1college,2019-03-05,07:01:00,-21,-12,No,0.5,NA,NA
279,1,1,Yes,2019-03-05,10:43:00,Sunny,Clear,3967,-12.5,16,No,59,Eco PlusN,NA,Yes,-16,19,77,17,60,17,26.2,41,D1,Yes,Highway,Y,Turned Eco mode off,2home,2019-03-05,11:15:00,-16,5,No,21.8,NA,"plug in time?, the charger was being tested at this point. No problems with the charger, problems with internet devices (returned)"
280,1,1,Yes,2019-03-05,14:30:00,Sunny,Clear,3984,5,29,No,130,Eco PlusN,NA,Yes,-11,24,71,17,52,20,15.5,127,D1,Yes,Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
281,1,1,Yes,2019-03-05,16:55:00,Sunny,Clear,4001,-10.5,5,No,128,Eco PlusN,NA,Yes,-14.5,16,80,17,58,18,22.9,109,D1,Yes,Highway,Y,NA,2home,2019-03-05,17:14:00,-14.5,-18.5,Yes,12.5,NA,NA
282,1,1,Yes,2019-03-06,06:51:00,Dim,Clear,4019,-18.5,8.5,Yes,130,Eco PlusN,"amazing warm inside, this is the first departure with the level 2 charger (Big difference, amazing)",Yes,-24.5,14.5,78,17,59,17,27.9,106,D1,Yes,Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
283,1,1,Yes,2019-03-06,08:47:00,Sunny,Clear,4036,-22,-1,No,101,Eco PlusN,NA,Yes,-21,7,95,3,30,7,34.1,95,D1,Yes,City,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
284,1,1,Yes,2019-03-06,09:53:00,Sunny,Clear,4040,-20.5,-1,No,95,Eco PlusN,NA,Yes,-20,9,81,3,23,9,46.7,84,D1,Yes,City,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
285,1,1,Yes,2019-03-06,14:46:00,Sunny,Clear,4043,-7.5,25,No,104,Eco PlusN,NA,Yes,-14.5,24,70,17,59,17,22.2,89,D1,Yes,Highway,Y,NA,2home,2019-03-06,15:03:00,-14.5,-14,No,4.1,NA,NA
286,1,1,Yes,2019-03-06,15:40:00,Sunny,Clear,4061,-14,16.5,No,99,Eco PlusN,NA,Yes,-13.5,18.5,76,14,61,14,19,96,D1,Yes,Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
287,1,1,Yes,2019-03-06,16:12:00,Sunny,Clear,4075,-13.5,13.5,No,96,Eco PlusN,NA,Yes,-14,16.5,86,4,30,8,23.3,92,D1,Yes,City/Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
288,1,1,Yes,2019-03-06,16:39:00,Dim,Clear,4080,-12.5,12,No,91,Eco PlusN,NA,Yes,-13.5,16,84,5,29,10,27.7,83,D1,Yes,City/Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
289,1,1,Yes,2019-03-06,17:40:00,Dim,Clear,4085,-12.45,6,No,81,Eco PlusN,NA,Yes,-13,8,91,1,18,5,45.7,76,D1,Yes,City,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
290,1,1,Yes,2019-03-06,18:23:00,Dim,Clear,4086,-13,4,No,75,Eco PlusN,NA,Yes,-16,15,74,18,63,17,24.8,52,D1,Yes,Highway,Y,NA,2home,2019-03-06,18:41:00,-16,-18,No,23.1,NA,NA
291,1,1,Yes,2019-03-07,06:30:00,Dim,Clear,4105,-18,-6,Yes,126,Eco PlusN,Left before departure was done,Yes,-16.5,12,83,17,55,18,25.7,111,D1,Yes,Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
292,1,1,Yes,2019-03-07,07:36:00,Dim,Clear,4122,-15,-2.5,No,115,Eco PlusN,NA,Yes,-16,2,77,2,39,4,34.7,108,D1,Yes,Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
293,1,1,Yes,2019-03-07,07:52:00,Dim,Clear,4125,5,4,No,107,Eco PlusN,Inside carwash (leaving),Yes,-6.5,5,79,0,6,4,94.8,105,0,Yes,City,Y,Dropped car off for decals,NA,NA,NA,NA,NA,NA,NA,NA,NA
294,1,1,Yes,2019-03-08,20:21:00,Dark,Clear,4126,-5,0.5,No,116,Eco PlusN,NA,Yes,-9.5,14,69,14,59,14,25,100,D1,Yes,Highway,Y,Picked car up from decal install (unknown Drive cycle inbetween last and this trip),2home,2019-03-08,20:38:00,-9.5,-7,No,10.7,NA,NA
295,1,1,Yes,2019-03-11,06:34:00,Dark,Clear,4140,-7,-7.5,No,137,Eco PlusN,Left before departure started,Yes,-4.5,13.5,82,17,47,22,20.9,131,D1,Yes,Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
296,1,1,Yes,2019-03-11,08:48:00,Dim,Clear,4158,-3.5,0,No,133,Eco PlusN,NA,Yes,-2,11.5,90,6,29,13,23.5,125,D1,Yes,City/Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
297,1,1,Yes,2019-03-11,17:14:00,Sunny,Clear,4164,4,15,No,128,Eco PlusN,NA,Yes,2,21,78,17,57,18,20.4,114,D1,Yes,Highway,Y,NA,2home,2019-03-11,17:33:00,2,1,No,10.5,NA,NA
298,1,1,Yes,2019-03-12,06:23:00,Dark,Clear,4182,1,1,No,158,Eco PlusN,NA,Yes,1,15,77,17,58,18,15.7,159,D1,Yes,Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
299,1,1,Yes,2019-03-12,07:29:00,Dim,Clear,4199,1,6.5,No,159,Eco PlusN,NA,Yes,1,13,92,4,26,9,19.4,154,D1,Yes,City,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
300,1,2,Yes,2019-03-12,08:56:00,Dim,Clear,4204,1,6,No,154,Eco PlusN,2 passengers not for the whole trip,Yes,1,19.5,74,19,41,27,17.5,143,D1,Yes,City/Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
301,1,2,Yes,2019-03-12,09:44:00,Dim,Clear,4223,2.5,14,No,143,Eco PlusN,2 passengers not for the whole trip,Yes,3,21,88,17,40,25,15,137,D1,Yes,City/Highway,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
302,1,1,Yes,2019-03-12,10:16:00,Dim,Clear,4240,3,198,No,137,Eco PlusN,NA,Yes,2.5,20,89,21,35,37,15.2,135,D1,Yes,City/Highway,Y,Trip was not reset so this is combined data from the last trip,NA,NA,NA,NA,NA,NA,NA,NA,NA
303,1,1,Yes,2019-03-12,16:29:00,Dim,Clear,4244,6,17.5,No,138,Eco PlusN,NA,Yes,2.5,19.5,89,3,27,7,18.1,133,D1,Yes,City/Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304,1,1,Yes,2019-03-12,17:06:00,Sunny,Clear,4247,3.5,17,No,131,Eco PlusN,NA,Yes,1,21,79,14,56,15,17.8,113,D1,Yes,Highway,Y,NA,2home,2019-03-12,17:22:00,1,-3.5,Yes,16.4,NA,NA
305,1,1,Yes,2019-03-13,06:55:00,Dark,Clear,4262,-3.5,16,Yes,187,Eco PlusN,NA,Yes,-2,18,79,19,56,21,15.6,177,D1,Yes,City/Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
306,1,1,Yes,2019-03-13,07:35:00,Dim,Clear,4282,-2,11.5,No,179,Eco PlusN,NA,Yes,-2,14,89,1,14,5,25.4,175,D1,Yes,City,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
307,1,1,Yes,2019-03-13,07:59:00,Sunny,Clear,4283,-2.5,10.5,No,174,Eco PlusN,NA,Yes,-2.5,14,90,3,28,7,18.8,169,D1,Yes,City,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
308,1,1,Yes,2019-03-13,08:13:00,Sunny,Clear,4286,-2.5,13,No,169,Eco PlusN,NA,Yes,-3,14,97,1,15,4,22.9,167,D1,Yes,City,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
309,1,1,Yes,2019-03-13,08:24:00,Dim,Clear,4287,-2.5,13.5,No,167,Eco PlusN,NA,Yes,-3.5,18.5,90,3,14,15,24.6,159,D1,Yes,City,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
310,1,1,Yes,2019-03-13,09:14:00,Dim,Clear,4291,-2,10.5,No,159,Eco PlusN,NA,Yes,-2,11,99,0,11,2,37.9,157,D1,Yes,City,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
311,1,1,Yes,2019-03-13,13:57:00,Sunny,Clear,4291,6.5,27.5,No,164,Eco PlusN,NA,Yes,2,26,87,4,29,9,12.5,165,D1,Yes,City,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312,1,1,Yes,2019-03-13,14:20:00,Sunny,Clear,4296,3,26,No,162,Eco PlusN,NA,Yes,2,15.5,85,3,24,9,19.2,168,D1,No,City,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
313,1,1,Yes,2019-03-13,16:08:00,Sunny,Clear,4300,6.5,24.5,No,168,Eco PlusN,NA,Yes,3,20.5,93,3,20,9,11,168,D1,No,City,Y,windows down,NA,NA,NA,NA,NA,NA,NA,NA,NA
314,1,1,Yes,2019-03-13,17:02:00,Sunny,Clear,4303,3,14.5,No,169,Eco PlusN,NA,Yes,2.5,16,86,2,23,7,24.9,158,D1,No,City,Y,windows down,NA,NA,NA,NA,NA,NA,NA,NA,NA
315,1,1,Yes,2019-03-13,17:38:00,Sunny,Clear,4306,2.5,12,No,158,Eco PlusN,NA,Yes,0,17.5,77,19,54,22,17.8,149,D1,Yes,Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
